distance_km,num_stops,traffic,weather,pickup_hour,day_of_week,package_size,delivery_experience_years,delivery_time_min
17.57,1,moderate,sunny,9,3,medium,0,64.2
4.66,4,heavy,sunny,21,2,medium,2,43.8
29.18,4,moderate,sunny,18,6,small,1,101.5
27.14,5,heavy,sunny,14,3,medium,3,110.6
27.7,0,heavy,windy,17,1,medium,6,103.1
10.3,5,low,windy,12,4,medium,2,51.4
5.49,0,moderate,rainy,18,2,medium,5,20.9
6.75,5,low,sunny,21,0,medium,7,57.1
3.16,3,heavy,sunny,12,6,medium,7,38.3
4.04,2,moderate,windy,7,6,small,5,30.1
2.6,2,low,snowy,18,5,small,6,25.3
29.7,0,low,sunny,19,2,small,4,79.3
2.68,4,moderate,rainy,19,5,small,5,40.0
4.41,4,heavy,sunny,21,2,medium,8,38.9
24.9,5,heavy,sunny,12,6,small,5,109.6
17.62,4,low,snowy,20,6,small,3,98.4
23.35,5,moderate,windy,10,1,large,10,99.5
19.11,5,moderate,snowy,15,2,large,10,108.8
26.52,2,moderate,sunny,20,4,medium,9,68.7
19.33,4,low,sunny,20,1,small,9,78.3
15.9,1,moderate,windy,16,5,small,4,46.4
21.53,4,heavy,rainy,15,4,small,10,94.7
13.7,3,moderate,sunny,13,1,small,7,32.2
10.71,2,heavy,sunny,20,5,small,9,52.6
14.3,3,moderate,sunny,20,0,medium,0,65.2
5.51,1,moderate,rainy,10,2,small,1,33.7
24.0,3,moderate,windy,9,1,small,0,69.8
8.19,2,low,sunny,19,0,medium,10,37.5
5.03,1,low,sunny,19,5,small,3,28.9
7.77,5,very_heavy,sunny,8,1,small,0,77.8
25.34,0,heavy,sunny,14,4,small,8,82.8
10.24,4,heavy,sunny,14,0,small,8,55.2
20.74,1,low,sunny,7,6,medium,10,59.0
25.76,1,low,rainy,16,6,small,6,84.2
2.79,0,low,sunny,21,2,small,7,13.9
23.07,0,heavy,rainy,10,3,medium,6,83.9
9.58,0,heavy,sunny,18,4,medium,7,32.9
6.89,4,moderate,sunny,8,4,small,5,39.5
20.82,5,very_heavy,sunny,10,0,medium,0,148.3
27.34,3,low,rainy,15,6,small,1,91.7
9.2,0,moderate,sunny,20,6,small,10,24.5
17.28,5,low,sunny,20,3,medium,0,83.9
9.05,3,moderate,sunny,21,3,small,0,39.2
16.85,3,heavy,sunny,21,1,small,8,72.2
18.84,5,heavy,sunny,19,5,large,10,107.6
18.5,2,low,sunny,12,3,small,4,61.5
18.89,2,low,sunny,8,1,small,1,43.9
4.48,4,moderate,sunny,19,2,small,6,46.1
20.96,3,low,rainy,9,0,large,0,84.0
20.41,4,moderate,sunny,14,5,small,3,64.5
20.64,4,moderate,windy,18,0,large,6,103.9
2.69,5,low,rainy,7,3,small,9,31.6
13.68,1,low,sunny,20,5,medium,1,37.6
12.57,0,low,rainy,11,0,small,6,37.6
3.06,2,heavy,sunny,10,1,small,0,33.3
7.06,3,moderate,windy,12,5,small,5,31.2
13.51,4,moderate,windy,13,5,small,7,60.3
22.42,1,moderate,rainy,13,0,small,0,77.4
7.49,4,heavy,sunny,9,1,small,8,59.2
24.98,4,low,windy,9,4,medium,10,98.8
16.6,4,low,rainy,14,3,medium,3,68.1
22.93,4,heavy,windy,10,3,small,8,78.6
14.44,5,heavy,sunny,16,1,medium,5,61.2
15.23,3,low,windy,20,3,medium,10,54.4
18.78,2,moderate,rainy,7,0,large,6,70.2
27.88,2,very_heavy,sunny,7,6,small,8,151.6
15.01,4,low,snowy,16,3,small,1,75.9
16.1,1,low,rainy,7,2,large,2,55.6
18.26,3,moderate,windy,16,2,large,4,83.3
22.26,3,low,sunny,14,2,large,9,80.7
2.62,3,moderate,sunny,13,3,medium,7,17.4
15.71,2,moderate,rainy,16,1,medium,2,58.0
14.71,4,moderate,sunny,20,4,large,9,56.8
27.69,0,moderate,rainy,8,1,small,6,85.2
15.06,4,moderate,rainy,9,2,small,4,48.9
14.32,4,heavy,sunny,17,6,large,4,91.8
28.88,5,low,rainy,7,3,medium,7,109.3
13.79,5,moderate,sunny,13,6,small,9,50.5
5.84,2,moderate,rainy,14,4,small,5,27.3
6.9,0,moderate,windy,12,5,large,9,17.0
3.31,3,low,sunny,14,0,small,7,23.0
0.52,0,moderate,sunny,8,3,medium,0,10.9
13.24,1,heavy,sunny,11,2,small,8,42.9
23.19,4,low,sunny,7,0,small,6,71.2
22.14,3,heavy,windy,21,0,medium,5,78.5
1.45,3,heavy,sunny,19,1,large,6,46.0
17.31,4,moderate,sunny,10,0,medium,0,56.7
5.05,0,low,sunny,7,3,small,9,13.5
28.26,4,heavy,rainy,11,0,small,9,113.9
5.44,3,low,rainy,21,5,small,10,27.2
18.99,2,heavy,sunny,19,4,large,6,68.0
10.12,2,heavy,sunny,16,6,small,2,49.2
19.43,3,low,sunny,20,0,large,6,77.0
12.66,3,heavy,sunny,9,0,large,3,72.4
22.91,2,moderate,sunny,15,6,small,5,64.9
7.31,1,moderate,rainy,18,2,small,8,35.1
27.22,1,moderate,sunny,7,5,large,1,82.0
15.26,2,moderate,sunny,13,1,small,5,50.1
22.8,1,heavy,rainy,12,0,large,5,105.3
25.57,3,heavy,rainy,9,3,small,10,103.1
29.97,5,low,sunny,10,4,small,5,110.0
7.11,0,moderate,sunny,21,0,small,3,37.4
8.96,1,moderate,rainy,14,0,small,4,29.8
7.89,0,moderate,sunny,8,1,medium,3,39.8
8.25,5,moderate,rainy,17,0,medium,1,49.0
17.68,4,moderate,rainy,15,6,small,7,65.1
29.81,1,heavy,windy,12,6,medium,8,130.8
29.71,2,moderate,sunny,12,0,small,2,60.9
16.04,4,low,sunny,15,3,large,5,53.9
19.35,5,moderate,windy,20,2,large,8,96.2
25.87,3,low,sunny,18,0,medium,7,74.0
28.02,1,low,sunny,13,4,large,0,89.3
6.51,4,low,sunny,10,5,small,0,44.3
16.09,4,moderate,sunny,8,4,small,0,54.0
25.07,3,very_heavy,rainy,9,6,small,5,121.3
9.44,0,moderate,windy,9,4,medium,10,38.1
13.47,4,low,rainy,19,3,small,0,75.5
29.58,0,heavy,sunny,15,6,large,7,108.0
29.56,5,low,windy,7,4,small,8,95.6
27.23,5,very_heavy,rainy,20,5,small,10,179.6
24.05,3,moderate,sunny,9,5,medium,6,72.3
8.44,3,low,rainy,16,0,medium,10,42.5
9.97,0,moderate,sunny,7,5,small,4,32.0
16.64,5,moderate,sunny,15,5,medium,2,54.9
17.04,1,heavy,rainy,15,3,medium,10,56.1
15.41,1,low,sunny,20,3,small,5,38.0
19.28,4,heavy,sunny,16,5,medium,3,78.4
12.55,5,heavy,rainy,14,0,small,7,88.2
22.6,2,heavy,sunny,14,3,medium,4,69.7
10.34,3,heavy,sunny,16,5,small,8,46.9
10.25,3,low,sunny,13,1,medium,8,37.2
4.25,1,moderate,rainy,17,1,small,0,30.6
6.07,3,heavy,windy,14,0,small,5,28.5
25.59,5,moderate,sunny,21,2,medium,9,101.8
13.67,2,low,rainy,9,2,small,7,53.2
7.22,4,low,sunny,17,6,medium,7,42.4
22.9,4,low,sunny,19,0,medium,10,74.9
16.84,5,heavy,sunny,17,4,small,3,76.1
1.12,4,moderate,sunny,21,0,small,7,11.8
9.83,5,moderate,sunny,13,5,medium,0,64.6
5.72,4,very_heavy,rainy,15,3,small,1,51.8
19.85,5,low,rainy,9,2,small,7,90.9
8.61,4,heavy,snowy,12,6,small,2,58.2
2.42,5,low,windy,9,5,small,8,31.9
2.12,5,low,sunny,18,0,medium,9,52.9
17.66,5,low,sunny,18,1,large,9,65.1
1.14,3,moderate,sunny,9,1,medium,0,31.9
25.54,4,moderate,sunny,19,4,medium,3,91.6
5.08,5,moderate,windy,11,5,small,5,39.6
18.39,2,low,sunny,17,4,medium,0,44.7
13.62,0,low,sunny,21,2,medium,9,36.0
13.56,5,moderate,sunny,19,5,small,10,62.4
2.62,3,low,windy,9,5,medium,8,24.2
24.18,2,heavy,sunny,9,0,small,3,73.8
26.85,4,heavy,rainy,8,3,small,1,102.6
0.82,0,heavy,sunny,19,4,small,9,15.9
5.77,2,moderate,sunny,15,4,small,8,35.9
27.17,1,moderate,sunny,9,1,small,10,60.5
16.71,1,moderate,rainy,15,1,small,4,65.7
4.93,5,heavy,rainy,14,2,small,1,58.5
6.48,3,very_heavy,sunny,15,2,small,9,61.1
19.97,0,moderate,sunny,16,6,small,1,66.8
21.88,2,moderate,sunny,9,4,small,6,45.0
18.18,1,heavy,sunny,12,5,medium,5,84.7
28.62,5,low,sunny,17,0,medium,6,72.7
15.07,1,moderate,sunny,20,5,small,4,36.6
9.36,2,moderate,rainy,10,1,small,0,52.6
14.58,2,heavy,rainy,15,3,small,6,73.5
11.11,1,moderate,rainy,21,2,small,2,39.0
7.12,4,low,rainy,16,6,small,1,55.1
1.86,3,low,snowy,10,4,small,4,35.3
10.89,2,moderate,windy,15,3,small,3,36.7
21.49,2,heavy,sunny,7,3,medium,7,77.9
1.04,4,heavy,sunny,14,4,small,3,38.8
13.46,0,moderate,sunny,15,5,small,5,44.5
19.5,5,low,windy,7,4,small,5,76.4
18.51,3,heavy,sunny,10,5,large,9,109.9
23.41,1,heavy,sunny,21,5,medium,1,70.5
24.41,3,moderate,sunny,16,0,medium,0,50.5
21.5,5,moderate,rainy,13,2,large,9,83.9
3.53,1,low,sunny,10,6,medium,3,21.1
14.51,3,heavy,rainy,8,2,small,7,90.3
18.3,3,moderate,sunny,13,5,medium,6,54.0
7.74,4,moderate,windy,15,3,small,8,59.4
1.76,3,heavy,sunny,9,1,medium,7,29.9
7.1,4,moderate,windy,19,2,small,2,44.4
13.92,4,heavy,sunny,13,3,small,5,83.8
12.71,5,moderate,sunny,7,0,small,3,38.9
5.71,2,moderate,snowy,9,2,small,4,43.0
24.82,4,heavy,windy,19,4,medium,5,135.7
27.81,1,very_heavy,rainy,12,6,small,0,139.7
6.44,5,very_heavy,windy,12,6,small,0,78.7
27.92,5,heavy,sunny,9,2,small,7,97.8
1.03,1,moderate,sunny,19,5,medium,0,30.2
27.79,3,low,sunny,19,2,medium,9,90.8
28.58,4,moderate,windy,10,5,medium,7,109.4
0.86,0,heavy,rainy,17,6,small,8,12.4
23.01,4,moderate,snowy,13,3,small,5,97.5
29.12,4,heavy,rainy,9,4,small,7,113.9
27.22,5,heavy,rainy,18,6,small,2,148.0
29.14,1,very_heavy,sunny,8,0,small,6,127.4
16.73,4,heavy,sunny,20,1,large,3,92.1
2.81,4,moderate,sunny,7,4,small,8,23.9
25.57,0,moderate,rainy,11,1,small,4,67.4
18.61,4,very_heavy,sunny,10,5,medium,8,102.3
18.63,3,low,windy,10,1,small,9,49.5
12.81,5,low,rainy,14,2,small,0,68.8
17.37,0,very_heavy,sunny,18,5,medium,0,71.1
5.03,5,moderate,windy,12,3,medium,3,35.7
22.32,3,moderate,sunny,14,5,medium,6,72.3
2.71,1,low,rainy,21,4,large,9,28.1
22.03,2,moderate,sunny,14,3,small,4,68.9
25.54,4,heavy,sunny,18,3,medium,9,78.3
14.44,5,moderate,sunny,12,5,large,8,54.9
15.54,1,moderate,sunny,8,6,small,7,39.0
9.71,5,moderate,rainy,10,0,medium,10,77.8
29.1,3,heavy,windy,9,3,large,3,119.3
22.13,1,heavy,windy,20,5,medium,7,61.8
11.39,3,moderate,sunny,7,4,small,8,29.8
5.66,4,moderate,snowy,19,3,small,10,48.0
6.98,0,low,sunny,9,5,medium,2,37.2
14.19,0,moderate,sunny,9,3,large,8,46.8
28.31,0,low,rainy,14,0,small,2,72.6
22.16,3,moderate,windy,8,1,small,10,63.9
6.85,0,moderate,windy,8,0,small,5,19.2
25.86,5,moderate,rainy,18,4,small,9,107.5
11.66,0,low,sunny,7,6,medium,6,32.1
25.63,0,low,sunny,15,2,medium,0,79.2
7.63,1,low,sunny,8,5,medium,3,33.1
18.75,4,heavy,sunny,8,6,medium,6,70.9
27.84,5,low,sunny,17,2,medium,6,86.3
8.11,1,low,sunny,12,6,medium,6,31.5
20.94,3,very_heavy,sunny,7,0,small,7,92.4
29.63,4,low,sunny,17,4,small,6,104.3
4.94,4,heavy,rainy,21,1,medium,1,55.2
3.11,0,moderate,sunny,15,5,small,0,19.0
20.39,5,heavy,sunny,12,0,small,3,92.7
10.52,5,moderate,rainy,19,5,small,1,69.9
2.6,4,low,rainy,12,2,medium,7,34.0
14.52,3,heavy,sunny,16,1,small,10,69.5
22.74,2,heavy,sunny,14,3,medium,10,92.7
8.91,5,moderate,windy,17,6,small,6,40.2
10.38,5,heavy,rainy,14,1,large,9,69.0
25.45,3,moderate,sunny,14,2,medium,7,93.9
15.84,4,heavy,sunny,13,4,medium,1,82.5
25.36,2,heavy,sunny,11,0,medium,6,78.1
13.67,4,low,sunny,14,6,medium,6,62.6
28.61,0,heavy,sunny,7,3,small,6,81.0
19.7,5,very_heavy,windy,12,6,small,8,138.7
3.92,3,heavy,sunny,8,2,large,10,51.7
26.61,3,low,sunny,11,5,large,2,97.9
14.93,1,heavy,rainy,12,2,large,0,74.6
4.68,3,moderate,sunny,7,3,large,7,43.4
5.0,0,moderate,rainy,11,2,medium,1,18.9
20.78,5,heavy,sunny,17,3,medium,4,99.8
1.9,4,moderate,sunny,21,1,medium,10,23.8
8.95,2,heavy,sunny,16,3,small,7,37.1
4.62,5,moderate,snowy,17,5,medium,10,33.3
13.51,4,low,rainy,17,1,medium,0,68.9
12.72,0,very_heavy,rainy,21,5,medium,7,82.8
15.9,0,moderate,sunny,21,5,small,3,61.6
8.75,1,moderate,rainy,8,0,medium,0,42.6
1.45,0,moderate,sunny,14,4,large,3,12.5
18.62,3,low,rainy,20,3,small,10,53.1
11.52,3,moderate,sunny,20,4,small,4,50.2
19.71,3,moderate,rainy,15,2,medium,10,49.9
3.71,0,heavy,sunny,13,1,medium,1,19.8
0.91,5,very_heavy,sunny,7,2,medium,7,44.0
7.82,5,heavy,rainy,14,1,medium,4,56.9
13.97,3,low,sunny,14,2,small,3,55.9
12.13,0,heavy,sunny,16,6,small,5,38.1
24.4,2,low,windy,14,5,large,6,83.7
11.65,4,heavy,sunny,10,1,small,0,85.1
16.15,4,moderate,sunny,21,3,small,7,65.4
18.01,1,heavy,rainy,10,0,small,3,101.1
1.14,4,moderate,rainy,12,0,small,8,23.8
15.7,5,low,sunny,14,4,small,1,84.1
10.67,3,very_heavy,sunny,11,2,medium,3,87.2
12.93,2,moderate,sunny,8,4,small,10,44.3
3.46,3,heavy,sunny,16,1,medium,2,37.2
23.59,0,heavy,rainy,10,0,small,1,97.7
28.3,3,moderate,windy,20,5,large,6,88.0
1.16,0,moderate,sunny,18,1,small,6,20.1
18.24,0,moderate,sunny,13,0,small,6,44.2
23.03,3,heavy,rainy,13,5,small,4,119.1
8.9,3,very_heavy,sunny,21,4,large,1,82.2
23.73,5,moderate,rainy,7,6,medium,3,76.7
19.15,3,heavy,sunny,12,4,medium,0,67.3
27.91,5,low,sunny,7,3,small,9,96.8
29.44,4,moderate,rainy,9,4,small,2,96.5
1.75,2,heavy,snowy,20,5,large,7,44.3
13.63,5,heavy,sunny,8,4,small,2,68.2
16.64,2,moderate,windy,21,2,medium,6,62.7
4.83,3,moderate,sunny,18,6,medium,1,42.6
10.42,0,low,sunny,16,4,medium,1,25.8
29.64,1,low,sunny,18,6,small,3,84.4
0.98,3,moderate,sunny,9,3,small,2,23.2
13.85,1,heavy,rainy,8,3,small,3,75.8
25.36,3,moderate,sunny,12,5,large,3,103.8
10.06,0,moderate,sunny,18,4,medium,7,42.0
14.65,1,heavy,sunny,11,5,small,4,60.9
29.35,3,low,rainy,9,6,large,1,110.1
14.51,3,low,windy,18,1,small,10,48.3
4.36,5,heavy,sunny,16,1,small,6,43.7
2.03,5,low,sunny,15,1,small,4,29.5
28.39,4,moderate,snowy,13,4,large,5,147.4
8.34,0,moderate,sunny,18,5,small,3,23.1
15.37,3,low,rainy,18,6,small,4,55.5
3.18,1,low,sunny,12,0,small,0,18.6
13.0,1,low,windy,8,0,small,9,46.8
27.94,1,moderate,sunny,20,4,small,4,91.7
15.32,2,heavy,sunny,9,1,small,7,61.1
29.15,0,moderate,sunny,13,3,medium,0,85.0
8.14,3,moderate,sunny,20,0,large,1,42.9
15.38,0,moderate,sunny,13,0,small,4,58.1
25.86,3,very_heavy,snowy,19,3,large,0,201.8
13.72,3,low,sunny,14,4,medium,10,49.6
8.74,1,heavy,sunny,18,6,large,0,52.6
25.74,0,moderate,sunny,15,3,small,6,77.3
12.0,4,very_heavy,sunny,11,4,medium,3,91.5
16.16,4,moderate,sunny,20,6,medium,2,53.4
29.31,1,low,sunny,14,3,small,1,77.2
6.0,5,moderate,rainy,13,1,medium,3,45.2
9.39,1,low,rainy,16,5,small,0,39.5
1.42,5,heavy,sunny,20,0,medium,6,40.7
12.06,0,moderate,rainy,20,1,medium,2,41.2
6.41,3,moderate,sunny,12,0,small,0,32.3
20.56,0,low,sunny,10,4,small,1,62.6
5.85,1,heavy,windy,11,1,large,9,40.5
20.41,2,moderate,windy,10,2,small,2,70.4
8.27,0,very_heavy,sunny,11,4,medium,6,55.3
10.98,2,heavy,sunny,13,2,medium,4,46.1
10.79,1,moderate,sunny,7,2,small,5,32.1
21.64,0,heavy,sunny,14,3,medium,9,93.0
14.26,5,moderate,rainy,19,0,large,7,73.2
11.16,5,moderate,sunny,13,6,large,6,55.6
25.65,5,low,windy,8,6,small,2,86.5
17.37,0,moderate,rainy,12,4,small,9,46.5
6.81,2,moderate,sunny,12,0,small,0,25.2
27.05,1,low,windy,15,3,medium,6,82.2
10.61,1,heavy,rainy,10,2,small,6,37.6
1.65,2,low,sunny,11,1,small,10,17.4
15.09,3,moderate,sunny,18,6,small,1,72.0
4.16,2,low,windy,9,2,large,3,31.2
7.53,1,moderate,windy,20,4,small,0,34.2
22.54,5,heavy,sunny,11,4,medium,2,96.0
4.36,5,low,rainy,19,2,small,10,40.9
24.3,1,moderate,windy,8,2,medium,0,67.8
28.14,1,moderate,snowy,11,6,medium,8,106.5
18.39,3,heavy,sunny,12,5,large,10,87.0
21.46,2,low,sunny,13,3,medium,1,75.4
21.55,5,heavy,windy,8,3,small,3,97.7
29.79,2,moderate,sunny,10,0,small,9,78.7
10.58,0,moderate,sunny,20,1,small,7,35.2
5.3,0,moderate,sunny,20,0,small,0,27.8
15.82,0,moderate,sunny,13,5,large,9,42.0
16.23,2,moderate,rainy,8,6,small,8,60.9
5.75,1,low,sunny,11,1,large,3,17.9
18.59,5,moderate,rainy,21,1,small,4,81.5
0.92,5,moderate,sunny,20,2,large,3,41.5
27.87,0,moderate,rainy,19,5,large,5,70.1
8.3,5,low,sunny,19,2,medium,8,43.0
1.67,3,moderate,sunny,17,0,small,7,29.5
3.69,1,moderate,windy,16,4,large,10,21.5
7.59,2,moderate,rainy,18,1,large,1,47.0
8.58,2,heavy,sunny,16,4,small,10,45.3
1.47,1,moderate,sunny,12,5,large,9,19.7
8.74,5,moderate,sunny,16,0,large,4,51.7
6.19,0,low,snowy,11,6,small,1,26.6
11.67,0,very_heavy,sunny,16,4,small,2,54.8
11.86,1,moderate,windy,12,0,small,10,41.7
10.5,0,moderate,sunny,14,1,small,0,42.9
10.17,0,low,rainy,9,1,large,1,34.6
3.15,2,low,sunny,21,6,large,0,27.0
1.24,2,heavy,sunny,18,5,small,1,35.6
6.46,0,low,windy,8,2,medium,8,18.4
22.82,4,low,sunny,14,3,medium,0,59.5
29.73,5,low,windy,13,2,small,10,99.8
27.89,4,very_heavy,sunny,20,2,medium,4,153.9
15.37,3,heavy,sunny,18,4,medium,5,57.8
16.19,5,heavy,windy,20,1,small,6,67.2
9.78,2,heavy,rainy,14,5,small,8,55.1
23.33,2,heavy,sunny,9,6,large,6,118.8
23.06,0,moderate,sunny,17,6,small,0,57.8
25.41,4,low,sunny,10,1,small,9,61.6
26.92,0,moderate,windy,16,2,large,0,69.8
13.31,3,low,sunny,13,1,large,5,61.2
23.12,4,heavy,sunny,12,4,medium,9,80.1
24.29,1,low,sunny,8,2,small,5,72.4
9.6,3,low,rainy,19,2,medium,4,45.1
27.91,1,moderate,windy,17,0,medium,3,104.2
3.28,2,low,rainy,12,3,small,8,23.5
29.83,3,low,sunny,18,3,small,7,96.1
23.22,1,low,sunny,21,3,small,8,39.1
3.25,4,moderate,sunny,17,2,medium,9,33.4
19.86,2,low,windy,21,5,large,6,61.2
1.51,2,low,sunny,14,4,medium,3,26.6
23.22,4,low,rainy,12,1,small,6,86.1
24.08,1,heavy,sunny,19,2,small,3,98.8
18.27,2,low,snowy,16,4,medium,2,90.6
25.78,5,low,sunny,16,0,small,3,57.9
3.39,2,heavy,sunny,16,2,small,5,34.5
8.64,0,heavy,windy,21,6,large,2,27.0
12.72,1,low,windy,17,3,large,3,50.4
1.75,5,low,sunny,19,3,large,6,28.3
13.72,4,low,rainy,7,4,small,1,66.4
8.32,4,heavy,rainy,17,2,medium,1,79.6
12.09,1,low,sunny,11,5,medium,8,27.1
13.04,5,heavy,sunny,8,0,medium,9,82.4
26.44,2,heavy,rainy,11,3,small,3,126.0
8.48,4,moderate,rainy,19,4,small,1,46.3
26.87,5,low,sunny,19,1,small,5,88.2
13.07,1,heavy,sunny,11,5,large,1,55.1
10.17,5,heavy,rainy,9,0,medium,9,69.8
15.32,3,heavy,sunny,13,4,large,0,55.9
12.82,4,low,rainy,11,4,medium,5,71.9
8.09,4,heavy,rainy,13,5,small,4,65.3
15.33,1,heavy,sunny,18,1,small,5,60.1
4.98,4,very_heavy,sunny,11,1,small,8,64.3
10.88,1,moderate,sunny,9,4,large,2,54.3
17.19,1,moderate,sunny,8,6,small,10,49.7
12.7,0,moderate,rainy,17,5,small,10,46.8
24.81,1,heavy,rainy,9,1,medium,4,83.9
8.07,5,heavy,windy,10,2,medium,4,73.2
29.11,1,moderate,sunny,19,1,medium,2,68.2
23.65,2,low,rainy,8,5,small,8,66.1
29.04,2,low,sunny,16,3,medium,7,90.6
25.23,4,moderate,rainy,7,3,small,4,80.4
4.69,3,heavy,sunny,21,0,medium,7,26.8
16.03,3,low,sunny,17,4,medium,4,53.7
5.51,5,moderate,sunny,19,3,small,7,53.8
24.64,2,heavy,sunny,16,0,small,9,106.9
17.73,4,moderate,snowy,13,1,small,4,86.3
8.27,5,low,sunny,21,5,small,7,42.5
27.92,4,moderate,sunny,18,5,medium,6,103.0
3.9,0,moderate,rainy,8,3,small,0,28.1
17.13,1,low,sunny,15,5,small,0,41.7
21.77,3,moderate,sunny,15,5,medium,2,47.9
2.24,2,moderate,sunny,11,4,medium,2,21.7
18.14,1,moderate,sunny,13,1,large,2,62.8
24.57,2,moderate,windy,21,2,large,10,85.8
2.49,0,low,sunny,8,5,small,6,18.8
15.61,1,low,sunny,20,2,small,0,47.5
8.13,4,low,sunny,17,4,medium,9,54.5
20.06,0,low,windy,8,5,medium,3,76.6
4.0,5,heavy,windy,11,3,small,10,38.7
28.14,2,low,sunny,19,3,large,2,95.1
26.89,4,moderate,rainy,17,1,medium,0,77.6
5.99,1,low,sunny,8,3,small,1,32.5
10.04,4,low,sunny,9,0,medium,4,41.7
17.84,3,low,windy,20,0,small,10,54.8
21.68,5,moderate,windy,9,3,large,6,75.9
13.56,0,moderate,sunny,16,1,small,1,32.2
5.11,4,heavy,windy,21,2,medium,3,44.2
3.57,1,low,rainy,9,2,medium,5,37.8
29.99,2,moderate,rainy,7,3,small,5,70.1
13.93,0,heavy,rainy,19,4,medium,9,61.2
26.24,5,moderate,sunny,21,3,small,0,76.4
14.73,3,low,windy,14,5,small,0,58.4
27.71,5,low,sunny,10,3,small,7,61.7
3.09,3,low,sunny,7,6,medium,1,26.1
3.86,0,heavy,sunny,20,6,large,7,20.8
27.92,2,moderate,rainy,18,2,small,3,81.4
28.45,2,moderate,sunny,20,5,medium,4,78.6
9.78,0,heavy,sunny,18,3,large,1,50.7
10.98,5,moderate,rainy,13,6,small,8,71.2
13.85,5,moderate,sunny,14,5,large,2,75.7
12.78,3,low,sunny,12,2,small,0,33.1
6.11,3,moderate,sunny,17,2,medium,6,43.4
27.0,4,low,rainy,8,6,medium,1,94.5
7.97,4,low,sunny,7,3,large,1,48.6
21.31,0,low,sunny,21,4,small,2,45.5
2.48,3,heavy,sunny,11,4,small,7,29.8
1.64,4,moderate,windy,7,1,medium,8,17.9
19.79,4,heavy,rainy,17,1,medium,10,92.3
10.5,3,low,sunny,12,6,medium,10,33.9
19.84,5,very_heavy,windy,10,1,medium,2,133.9
3.27,3,low,rainy,13,6,medium,2,31.4
28.52,2,heavy,rainy,13,2,small,2,134.1
22.58,2,heavy,sunny,16,5,small,2,76.5
26.35,4,moderate,sunny,20,4,small,0,91.9
4.53,5,moderate,rainy,20,0,small,6,38.8
9.94,1,heavy,sunny,19,1,medium,0,51.2
11.37,1,heavy,sunny,14,6,small,0,48.7
16.35,3,low,sunny,15,1,small,4,48.0
9.26,4,heavy,sunny,8,1,small,8,62.5
2.29,2,low,rainy,15,1,large,5,28.0
11.38,3,moderate,sunny,17,4,small,4,64.1
8.01,0,moderate,rainy,20,5,small,2,24.8
11.88,1,heavy,rainy,7,6,medium,7,39.2
6.31,5,moderate,sunny,19,6,small,3,29.4
8.23,3,low,sunny,14,6,medium,10,30.4
19.0,5,moderate,sunny,8,6,small,1,74.1
11.95,1,low,sunny,21,3,medium,8,30.0
10.69,1,moderate,rainy,13,5,small,7,20.0
16.25,5,moderate,rainy,13,4,small,4,81.2
23.27,5,heavy,windy,9,0,small,4,110.6
11.68,5,low,snowy,8,0,medium,10,63.2
17.83,1,low,sunny,8,0,medium,8,41.5
29.0,4,moderate,rainy,11,2,small,0,120.3
15.9,2,low,sunny,11,3,medium,6,52.3
27.34,5,low,sunny,13,4,small,8,78.9
23.91,5,moderate,sunny,16,3,medium,4,81.1
2.23,2,moderate,sunny,21,2,large,7,24.2
13.16,1,low,rainy,18,5,small,6,36.6
21.1,5,moderate,rainy,14,6,small,3,74.9
29.61,2,heavy,sunny,20,1,medium,0,115.6
14.02,2,moderate,sunny,15,1,large,0,62.0
3.24,3,low,sunny,13,6,medium,7,28.8
17.08,5,low,rainy,10,6,small,8,82.8
4.23,0,low,sunny,13,2,medium,4,13.1
22.67,5,moderate,sunny,7,3,small,5,79.9
15.48,2,moderate,sunny,9,4,large,5,59.1
21.84,0,low,rainy,21,4,medium,9,60.9
26.15,1,low,rainy,9,6,large,5,88.2
19.05,2,moderate,sunny,15,0,large,6,64.3
18.57,4,moderate,sunny,8,3,large,6,88.6
22.76,3,very_heavy,sunny,16,1,small,1,115.8
25.35,0,low,rainy,21,5,large,7,91.2
26.14,2,low,sunny,13,4,small,9,82.6
1.57,1,moderate,rainy,8,5,small,1,21.7
16.91,1,low,windy,7,6,small,0,41.8
6.88,4,low,sunny,18,5,small,5,28.4
25.88,4,moderate,sunny,8,5,small,8,95.9
19.63,0,moderate,sunny,11,5,medium,0,54.7
12.9,3,low,sunny,19,4,small,8,57.4
6.05,2,moderate,windy,15,2,small,2,25.9
10.5,2,moderate,snowy,20,2,small,2,55.8
21.26,4,low,sunny,20,2,medium,2,66.5
6.53,1,heavy,windy,16,4,medium,5,45.8
3.26,4,low,sunny,21,5,medium,6,30.3
26.7,2,very_heavy,sunny,7,2,medium,5,105.9
23.04,0,heavy,rainy,10,4,medium,6,85.9
6.39,4,moderate,sunny,11,2,small,8,30.3
9.12,5,low,sunny,20,4,medium,9,43.6
29.18,3,heavy,rainy,16,5,small,8,113.8
21.39,4,moderate,sunny,10,2,small,5,69.9
18.51,0,low,snowy,10,2,large,2,65.2
9.58,2,moderate,sunny,19,1,small,8,41.5
9.32,2,moderate,sunny,19,3,large,7,42.4
1.67,4,heavy,windy,7,3,small,9,31.7
21.99,2,heavy,sunny,12,1,medium,7,79.0
1.77,4,heavy,sunny,15,6,small,1,30.1
